"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"FL",NA,NA,"IN",NA,"ALGENOL R AND D FACILITY",NA,NA,"36-07763-W",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lee","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,0.1888781,0.0606009,0.2872023,0.5331433,0.3764353,0.6084099,0.48564,0.711817,0.530526,0.512864,0.189829,0.110708,"Mgal",NA,4.5960538,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"FL",NA,NA,"IN",NA,"ALICO QUARRY",NA,NA,"36-00091-W",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lee","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,136,95,119,141,103,135,116.8713,98.2083,93.139,123.0143,128.5296,121.6536,"Mgal",NA,1410.4161,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"FL",NA,NA,"IN",NA,"AMCOR A I P O SITE",NA,NA,"48-02106-W",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orange","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1.69,1.97,2.58,1.59,2.2,2.92,3,2.6,1.8,2.5,2.5,2.2,"Mgal",NA,27.55,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"FL",NA,NA,"IN",NA,"AMERICAN BOTTLING CORPORATION",NA,NA,"13-05508-W",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miami-Dade","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,7.042,7.722,6.453,6.314,7.202,7.08,7.341,6.113,7.048,6.316,6.797,6.543,"Mgal",NA,81.971,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"FL",NA,"GW","IN",NA,"AMERICAN PANEL CORPORATION","AMERICAN PANEL CORPORATION","AMERICAN PANEL CORPORATION","3025",NA,NA,NA,NA,"10895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5800 Se 78th St","Ocala","Marion","FL",NA,"5800 Se 78th St","Ocala","MARION","FL",NA,NA,NA,NA,NA,2020,0.0007689,0.00061057,0.00089006,0.00080323,0.000788,0.00090853,NA,NA,NA,NA,NA,NA,"Mgal per day",NA,0.00476929,"Mgal per day",NA,NA,NA,"P_68180 _OR_ PP_7058578601","NA","AMERICAN PANEL CORP. _OR_ AMERICAN PANEL CORPORATION","5800 SE 78TH STREET _OR_ 5800 SE 78TH ST","5800 SE 78TH ST","UPDATED _OR_ OK","OCALA","FL","MARION","34472","GOOD","(352) 245-7055 _OR_ NA","29.1081628 _OR_ 29.10831270193","-82.0532255 _OR_ -82.053530223666","333415","AIR-CONDITIONING & WARM AIR HEATING EQUIPMENT & COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MFG. _OR_ NA","3585 _OR_ NA","NA","150 _OR_ NA","NA","NA","NA","231 _OR_ 189","34472 _ (352) 245-7055 _OR_ NA","OCALA_5800 SE 78TH ST","PinPt _OR_ census.csv","Pin, Bus, FRS, PPP _OR_ PPP","N","Florida","12","83","12083","NA","South_Atlantic","3","/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"FL",NA,NA,"IN",NA,"ANCHOR BAY CLUB CONDO ASSOCIATION INCORPORATED",NA,NA,"06-06341-W",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broward","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,50.76,42.74,45.86,42.22,40.46,43.1,NA,NA,NA,NA,NA,NA,"Mgal",NA,265.14,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"FL",NA,"GW","IN",NA,"ANHEUSER BUSCH JACKSONVILLE BREWERY",NA,NA,"913",NA,NA,NA,NA,"6570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duval","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3.226e-05,0,1.18177419,1.18153333,1.23770968,0.92766667,1.13709677,0,6.667e-05,3.226e-05,0.0045,0.95474194,"Mgal per day",NA,6.62515377,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont"
"FL",NA,"GW","IN",NA,"ANHEUSER BUSCH JACKSONVILLE BREWERY",NA,NA,"913",NA,NA,NA,NA,"6568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duval","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1.24693548,1.24806897,0.13687097,0,3.226e-05,0.3885,0.11293548,1.23612903,1.2224,1.15764516,1.074,1.08787097,"Mgal per day",NA,8.91138832,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont"
"FL",NA,"GW","IN",NA,"ANHEUSER BUSCH JACKSONVILLE BREWERY",NA,NA,"913",NA,NA,NA,NA,"6569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duval","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1.17219355,1.17148276,1.08958065,0.97866667,1.05416129,1.17703333,1.05509677,1.15803226,1.14963333,1.09529032,0.99706667,0.26909677,"Mgal per day",NA,12.36733437,"Mgal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont"
"FL",NA,"SW","IN",NA,"ASCEND PERFORMANCE MATERIALS LIMITED LIABILITY COMPANY",NA,NA,"2B-033-229-7",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Escambia","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gal per day",NA,500712.58,"gal per day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Annu, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
