"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NAICS_2","SITESELECTION_LATITUDE2","SITESELECTION_LONGITUDE2","SITESELECTION_NAICS2_2","DataSource"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr eastman ga","NA",NA,"9130912611002","NA",NA,"042 0002 aggregate gw site near eastman ga",NA,"9130912611002",NA,"322110","2611","Pulp Mills","3070105","3070105","3070105",NA,NA,"little ocmulgee",NA,"NA","NA","Dodge",NA,NA,"NA",NA,NA,"NA","NA","NA",2012,0,0,0,0.093,0.095,0.055,0.044,0.011,NA,NA,NA,0.036,"mgd","Metered",0.037,"mgd","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr eastman ga","NA",NA,"9130912611002","NA",NA,"042 0002 aggregate gw site near eastman ga",NA,"9130912611002",NA,"322110","2611","Pulp Mills","3070105","3070105","3070105",NA,NA,"little ocmulgee",NA,"NA","NA","Dodge",NA,NA,"NA",NA,NA,"NA","NA","NA",2014,0,0,0,0,0,0.02864,0.0678064516,0.0566129032,0.0548666667,0.0743870968,0.0624666667,0,"mgd","Metered",0.0287316487,"mgd","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr eastman ga","NA",NA,"9130912611002","NA",NA,"042 0002 aggregate gw site near eastman ga",NA,"9130912611002",NA,"322110","2611","Pulp Mills","3070105","3070105","3070105",NA,NA,"little ocmulgee",NA,"NA","NA","Dodge",NA,NA,"NA",NA,NA,"NA","NA","NA",2015,0,0,0,0.02889,0.066129032,0.065263333,0.019380645,0,0,0.046251613,0,0,"mgd","Metered",0.018826219,"mgd","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr eastman ga","NA",NA,"9130912611002","NA",NA,"042 0002 aggregate gw site near eastman ga",NA,"9130912611002",NA,"322110","2611","Pulp Mills","3070105","3070105","3070105",NA,NA,"little ocmulgee",NA,"NA","NA","Dodge",NA,NA,"NA",NA,NA,"NA","NA","NA",2016,0,0,0,0,0,0.0076666667,0.0648387097,0.0767741935,0.0754266667,0.1141935484,0.0926666667,0.0129032258,"mgd","Metered",0.0370391398,"mgd","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr eastman ga","NA",NA,"9130912611002","NA",NA,"042 0002 aggregate gw site near eastman ga",NA,"9130912611002",NA,"322110","2611","Pulp Mills","3070105","3070105","3070105",NA,NA,"little ocmulgee",NA,"NA","NA","Dodge",NA,NA,"NA",NA,NA,"NA","NA","NA",2018,0,0,0,0,0.0109677419,0,0,0,0,0,0,0,"mgd","Metered",0.0009139785,"mgd","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr eastman ga","NA",NA,"9130912611002","NA",NA,"042 0002 aggregate gw site near eastman ga",NA,"9130912611002",NA,"322110","2611","Pulp Mills","3070105","3070105","3070105",NA,NA,"little ocmulgee",NA,"NA","NA","Dodge",NA,NA,"NA",NA,NA,"NA","NA","NA",2019,0,0,0,0,0,0.005,0.0035483871,0.0041935484,0.0103333333,0.004516129,0,0,"mgd","Metered",0.0022992832,"mgd","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr eastman ga","NA",NA,"9130912611002","NA",NA,"042 0002 aggregate gw site near eastman ga",NA,"9130912611002",NA,"322110","2611","Pulp Mills","3070105","3070105","3070105",NA,NA,"little ocmulgee",NA,"NA","NA","Dodge",NA,NA,"NA",NA,NA,"NA","NA","NA",2020,0,0,0,0,0,0,0,0,0,0,0,0,"mgd","Metered",0,"mgd","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr reidsville ga","NA",NA,"9132672611001","NA",NA,"132 0005 aggregate gw nr reidsville ga",NA,"9132672611001",NA,"322110","2611","Pulp Mills","3070107","3070107","3070107",NA,NA,"ohoopee",NA,"NA","NA","Tattnall",NA,NA,"NA",NA,NA,"NA","NA","NA",2002,0,0,0,0,0,0,0,0,0,0,0,0,"mgd","NA",0,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr reidsville ga","NA",NA,"9132672611001","NA",NA,"132 0005 aggregate gw nr reidsville ga",NA,"9132672611001",NA,"322110","2611","Pulp Mills","3070107","3070107","3070107",NA,NA,"ohoopee",NA,"NA","NA","Tattnall",NA,NA,"NA",NA,NA,"NA","NA","NA",2003,0,0,0,0,0.22585,0,0,0,0,0.06959,0.10409,0.18576,"mgd","NA",0.0488,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
"GA","WD","GW","IN","FALSE","001265263 industrial wu site nr reidsville ga","NA",NA,"9132672611001","NA",NA,"132 0005 aggregate gw nr reidsville ga",NA,"9132672611001",NA,"322110","2611","Pulp Mills","3070107","3070107","3070107",NA,NA,"ohoopee",NA,"NA","NA","Tattnall",NA,NA,"NA",NA,NA,"NA","NA","NA",2004,0.06959,0.00656,0.07099,0.07791,0.12382,0.0399,0.03104,0.06282,0,0.05506,0.09742,0.06559,"mgd","NA",0.0584,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natprod_CN_QNTY_industrial_2024-07-12.xlsx$SWUDS_IND_20240712, From_To_Sites missing lat lng.xlsx$From_To_Sites_missing_lat_lng"
