"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"SD","WD",NA,"IN",NA,"ABERDEEN ENERGY LIMITED LIABILITY COMPANY","ABERDEEN ENERGY LIMITED LIABILITY COMPANY","ABERDEEN ENERGY LIMITED LIABILITY COMPANY","8299-3",NA,NA,NA,NA,NA,NA,NA,"325193","2869",NA,NA,NA,NA,NA,NA,NA,NA,"13435 370th Avenue","Mina Sd","Edmunds","SD","57451","13435 370th Avenue","Mina","EDMUNDS","SD",NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,"gal",NA,NA,NA,"E_110038367228","SD0028509","ABERDEEN ENERGY LLC","13435 370TH AVENUE","13435 370TH AVENUE","OK","MINA","SD","EDMUNDS","57451-6504","DIFF","(605) 882-8480","45.443889","-98.789167","312140","DISTILLERIES.","NA","NA","NA","NA","NA","NA","NA","57451 _ (605) 882-8480","MINA_13435 370TH AVENUE","NPDES","FRS, NPDES","N","South Dakota","46","45","46045","NA","West_North_Central","10","/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"SD","WD",NA,"IN",NA,"ABERDEEN ENERGY LIMITED LIABILITY COMPANY","ABERDEEN ENERGY LIMITED LIABILITY COMPANY","ABERDEEN ENERGY LIMITED LIABILITY COMPANY","8299-3",NA,NA,NA,NA,NA,NA,NA,"325193","2869",NA,NA,NA,NA,NA,NA,NA,NA,"13435 370th Avenue","Mina Sd","Edmunds","SD","57451","13435 370th Avenue","Mina","EDMUNDS","SD",NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,"E_110038367228","SD0028509","ABERDEEN ENERGY LLC","13435 370TH AVENUE","13435 370TH AVENUE","OK","MINA","SD","EDMUNDS","57451-6504","DIFF","(605) 882-8480","45.443889","-98.789167","312140","DISTILLERIES.","NA","NA","NA","NA","NA","NA","NA","57451 _ (605) 882-8480","MINA_13435 370TH AVENUE","NPDES","FRS, NPDES","N","South Dakota","46","45","46045","NA","West_North_Central","10","/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"SD","WD",NA,"IN",NA,"ABERDEEN ENERGY LIMITED LIABILITY COMPANY","ABERDEEN ENERGY LIMITED LIABILITY COMPANY","ABERDEEN ENERGY LIMITED LIABILITY COMPANY","8299-3",NA,NA,NA,NA,NA,NA,NA,"325193","2869",NA,NA,NA,NA,NA,NA,NA,NA,"13435 370th Avenue","Mina Sd","Edmunds","SD","57451","13435 370th Avenue","Mina","EDMUNDS","SD",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,"E_110038367228","SD0028509","ABERDEEN ENERGY LLC","13435 370TH AVENUE","13435 370TH AVENUE","OK","MINA","SD","EDMUNDS","57451-6504","DIFF","(605) 882-8480","45.443889","-98.789167","312140","DISTILLERIES.","NA","NA","NA","NA","NA","NA","NA","57451 _ (605) 882-8480","MINA_13435 370TH AVENUE","NPDES","FRS, NPDES","N","South Dakota","46","45","46045","NA","West_North_Central","10","/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"SD","WD",NA,"IN",NA,"ABERDEEN ENERGY LIMITED LIABILITY COMPANY","ABERDEEN ENERGY LIMITED LIABILITY COMPANY","ABERDEEN ENERGY LIMITED LIABILITY COMPANY","8299-3",NA,NA,NA,NA,NA,NA,NA,"325193","2869",NA,NA,NA,NA,NA,NA,NA,NA,"13435 370th Avenue","Mina Sd","Edmunds","SD","57451","13435 370th Avenue","Mina","EDMUNDS","SD",NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,"E_110038367228","SD0028509","ABERDEEN ENERGY LLC","13435 370TH AVENUE","13435 370TH AVENUE","OK","MINA","SD","EDMUNDS","57451-6504","DIFF","(605) 882-8480","45.443889","-98.789167","312140","DISTILLERIES.","NA","NA","NA","NA","NA","NA","NA","57451 _ (605) 882-8480","MINA_13435 370TH AVENUE","NPDES","FRS, NPDES","N","South Dakota","46","45","46045","NA","West_North_Central","10","/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"SD","WD",NA,"CO",NA,"ABERDEEN FANN LIMITED LIABILITY COMPANY",NA,NA,"8197-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact that provided data, DeHann Grabs & Associates, LLC",NA,NA,NA,NA,NA,NA,NA,"4200 21st St",NA,NA,NA,"58554",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,NA,NA,"AGTCGRA COOPERATIVE","SOUTH DAKOTA WHEAT GROWERS ASSN","SOUTH DAKOTA WHEAT GROWERS ASSN","8056-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15467 387th Avenue","Mellette","Spink","SD","57461","15467 387th Avenue","Mellette","SPINK","SD",NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,"acft",NA,NA,NA,"E_110038238617","NA","SOUTH DAKOTA WHEAT GROWERS ASSN","15467 387TH AVE","15467 387TH AVENUE","UPDATED","MELLETTE","SD","SPINK","57461","GOOD","NA","45.14702","-98.49323","NA","FARM MACHINERY AND EQUIPMENT","3523","NA","NA","NA","NA","NA","NA","57461 _","MELLETTE_15467 387TH AVENUE","FRS","FRS","N","South Dakota","46","115","46115","NA","West_North_Central","10","/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"SD","WD",NA,"IN",NA,"ALEXANDRIA GRAVEL PRODUCTS",NA,NA,"8316-3, 8317-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 1-22-18",NA,NA,NA,NA,NA,NA,NA,NA,"Alexandria Mn",NA,NA,"56308",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"IN",NA,"ALEXANDRIA GRAVEL PRODUCTS",NA,NA,"8316-3, 8317-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"approved 1-22-18",NA,NA,NA,NA,NA,NA,NA,NA,"Alexandria Mn",NA,NA,"56308",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$Culled_IND_FacilityList, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,"CO",NA,"B AND K DAIRY FANNS LIMITED LIABILITY COMPANY",NA,NA,"8216-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact that provided data, ProAg Engineering, Inc.",NA,NA,NA,NA,NA,NA,NA,"77402 Us Highway 71",NA,NA,NA,"56143",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
"SD","WD",NA,NA,NA,"BART VICKI L",NA,NA,"2764-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact that provided data",NA,NA,NA,NA,NA,NA,NA,"5870 Lost Valley St",NA,NA,NA,"89113",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28290,"gal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address, /SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019, /SD/read_me.docx"
