"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,288245626,279714674,166303028,193232303,260847670,256127334,259797744,268925808,266729338,268318528,260051160,243484971,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,225452542,191587581,268344319,249886255,265456275,272481652,268636515,268213516,254338270,274876044,253932582,258671872,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,270358369,239139943,270306271,263990933,262604666,258965981,260441568,250965779,245172924,254758515,255525360,262491853,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,273237577,244949126,275594262,269331303,293447229,271792691,286658010,289080619,274928708,287300109,280531415,291914097,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,379017804,364877138,370948695,369436929,375836652,362535233,379161100,376346478,356325149,382017214,368372168,366591267,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,378261571,324072299,361858230,373726731,389861827,381190748,397563085,388947611,377739377,398250796,381638069,394845386,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,281511675,308369293,396029590,380273609,340138706,357778435,400102142,398549499,381519171,396206736,364240357,313777962,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,316355035,287998417,319829184,317856279,348043424,330472896,337694424,346722706,335438204,342574996,335054228,339158826,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,336352664,309029920,326051079,308219478,340679200,335641417,350193782,338143450,330809474,344784130,314043419,356177242,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,306991527,263621861,341027980,324346666,327583703,321879425,321548272,329920942,317200266,322258406,300528480,296963686,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,335032112,304884736,319629848,243296722,254038020,249067919,257205327,256469034,248860009,257361289,256629431,312176029,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,305836752,320288689,333494036,342747525,352095648,340168914,337110755,275134328,389662472,389052493,285056407,206083913,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,279552152,311469864,305357902,323118715,330370374,357562107,381514546,308562350,296757836,317119452,369614299,377121392,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,305244632,268740389,294976173,361589376,389995063,378613708,399743039,353487852,353827563,361197227,357496502,359537377,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,371185000,328241256,296159117,328241256,344615718,320389113,307097591,297060032,289661264,304888369,316663324,335304233,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,359647298,335223423,372592819,195558454,241932325,301429239,344297768,268114548,277257081,287715801,279016864,274099010,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,295104832,286243005,307535759,318532654,360932979,343233851,308000754,304532184,313105476,322506203,316475366,324260411,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,293944861,253394923,299888488,306630868,325124300,288584349,301136191,314002336,293877463,301005715,285326997,295768953,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,312558058,253209391,275038956,266940223,229145368,290766461,319184982,323391268,275693618,257588372,275988226,323168148,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"AES HAWAII INCORPORATED",NA,NA,NA,NA,NA,"AES PROD 1",NA,"3-1806-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,305198871,307889596,303148110,317166640,333897028,275330961,283552703,316637321,356352402,371782997,284261325,245725255,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","NA","NA",NA,"NA","ALA KUKUI ULA PHASE 2A 1","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","Koloa","NA",NA,NA,"NA",NA,NA,NA,"21.885529999999999","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"HI","WD","GW",NA,NA,"ALBERT SHIGEMURA PVT LAND COMPANY LIMITED",NA,NA,NA,NA,NA,"PERIMETER ROAD",NA,"3-2308-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,508000,694000,584000,1030000,466000,892000,175000,191000,182000,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"ALBERT SHIGEMURA PVT LAND COMPANY LIMITED",NA,NA,NA,NA,NA,"PERIMETER ROAD",NA,"3-2308-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,77000,671000,1548000,1548000,539000,1397000,956000,956000,NA,959000,1029000,1214000,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"ALBERT SHIGEMURA PVT LAND COMPANY LIMITED",NA,NA,NA,NA,NA,"PERIMETER ROAD",NA,"3-2308-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,767000,686000,1893000,1362000,833000,824000,1037000,874000,872000,1080000,874000,787000,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"ALBERT SHIGEMURA PVT LAND COMPANY LIMITED",NA,NA,NA,NA,NA,"PERIMETER ROAD",NA,"3-2308-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,966000,1766000,1117000,1366000,1342000,1322000,1141000,975000,1241000,1365000,1476000,1036000,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"ALBERT SHIGEMURA PVT LAND COMPANY LIMITED",NA,NA,NA,NA,NA,"PERIMETER ROAD",NA,"3-2308-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1236000,912000,988000,1027000,1298000,721000,1466000,1410000,1115000,1012000,922000,737000,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"ALBERT SHIGEMURA PVT LAND COMPANY LIMITED",NA,NA,NA,NA,NA,"PERIMETER ROAD",NA,"3-2308-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,511000,244635,654683,843442,968490,1050260,1262440,1050680,893840,600250,604707,1138853,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"ALBERT SHIGEMURA PVT LAND COMPANY LIMITED",NA,NA,NA,NA,NA,"PERIMETER ROAD",NA,"3-2308-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1117000,1107890,1789570,2100210,1467330,1503140,1808600,1969100,1834300,1707700,1343642,544978,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW",NA,NA,"ALBERT SHIGEMURA PVT LAND COMPANY LIMITED",NA,NA,NA,NA,NA,"PERIMETER ROAD",NA,"3-2308-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","NA","NA",NA,"NA","ALEXANDER LOT F 1 LIMITED LIABILITY COMPANY","FERGUS AND COMPANY",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"20.885493","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"HI","NA","NA",NA,"NA","ALOHA PETROLEUM LIMITED HILO WEST TERMIL","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","5171","NA","NA","NA","NA",NA,NA,"NA",NA,"661 Kalaniaole Avenue","Hilo","NA",NA,NA,"NA",NA,NA,NA,"19.727277999999998","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"HI","NA","NA",NA,"NA","AMERON H C AND D","NA","AMERON HAWAII","NA","NA",NA,"NA",NA,"NA",NA,"NA","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"2344 Pahounui Dr","Honolulu","NA","HI",NA,"NA","Honolulu",NA,NA,"21.324010000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"P_580","HI0021075","AMERON HAWAII","2344 PAHOUNUI DRIVE","2344 PAHOUNUI DR","UPDATED","HONOLULU","HI","HONOLULU","96819","GOOD","(808) 832-9200","21.324263","-157.8922271","327320","READY-MIX CONCRETE MANUFACTURING","3273","NA","15003","125","NA","NA","NA","223","96819 _ (808) 832-9200","HONOLULU_2344 PAHOUNUI DR","PinPt","Pin, Bus, FRS, NPDES, PPP","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"HI","NA","NA",NA,"NA","AMERON KAPAA QUARRY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","1429","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","Kailua","NA",NA,NA,"NA",NA,NA,NA,"21.390056000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"HI","WD","GW",NA,NA,"BERT ITO VIP SANITATION INCORPORATED",NA,NA,NA,NA,NA,"VIP SANITATION",NA,"3-1805-016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,2098000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gal","Metered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU"
"HI","WD","GW","IN","NA","BIG ISLAND BIODIESEL LIMITED LIABILITY COMPANY","BIG ISLAND BIODIESEL LIMITED LIABILITY COMPANY",NA,"NA","NA",NA,"BIG ISLAND BIODIESEL",NA,"8-3703-001",NA,"NA","","NA","NA","NA","NA","80402",NA,"NA",NA,"NA","NA","Hawaii",NA,NA,"NA",NA,NA,NA,"19.632778","-155.053333","NA",NA,2014,188450,203850,198800,210650,277973,224450,233750,193380,182660,181790,186720,168550,"gal","Metered",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU, /HI/HI_IN_WU.xlsx$HI_IN_facility_list, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"HI","WD","GW","IN","NA","BIG ISLAND BIODIESEL LIMITED LIABILITY COMPANY","BIG ISLAND BIODIESEL LIMITED LIABILITY COMPANY",NA,"NA","NA",NA,"BIG ISLAND BIODIESEL",NA,"8-3703-001",NA,"NA","","NA","NA","NA","NA","80402",NA,"NA",NA,"NA","NA","Hawaii",NA,NA,"NA",NA,NA,NA,"19.632778","-155.053333","NA",NA,2015,3327,174000,209157,194264,201547,201677,197855,197866,201988,195890,197213,NA,"gal","Metered",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU, /HI/HI_IN_WU.xlsx$HI_IN_facility_list, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"HI","WD","GW","IN","NA","BIG ISLAND BIODIESEL LIMITED LIABILITY COMPANY","BIG ISLAND BIODIESEL LIMITED LIABILITY COMPANY",NA,"NA","NA",NA,"BIG ISLAND BIODIESEL",NA,"8-3703-001",NA,"NA","","NA","NA","NA","NA","80402",NA,"NA",NA,"NA","NA","Hawaii",NA,NA,"NA",NA,NA,NA,"19.632778","-155.053333","NA",NA,2016,135223,193568,1202151,650200,654800,982225,856475,754213,689754,669524,479600,677100,"gal","Metered",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/HI/HI_IN_WU.xlsx$HI_IN_WU, /HI/HI_IN_WU.xlsx$HI_IN_facility_list, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
