"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"MN","WD","GW","IR",NA,"","FIELD 19 AND 20","NA","1977-3715","T33N-R28W-S6",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"NA","NA","NA","MISSISSIPPI RIVER ST CLOUD",NA,NA,"Sherburne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IR",NA,"","MANANNAH TWP FIELD","NA","1977-4001","T121N-R31W-S31",NA,"1",NA,"124228","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"QWTA","WATER TABLE","QWTA","NORTH FORK CROW RIVER",NA,NA,"Meeker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"","NA","NA","1979-1103","T138N-R47W-S32",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"BUFFALO RIVER S BRANCH","NA","BUFFALO RIVER S BRANCH","BUFFALO RIVER",NA,NA,"Clay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"","NA","NA","1956-0204","T32N-R28W-S1",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"MISSISSIPPI RIVER","NA","MISSISSIPPI RIVER","MISSISSIPPI RIVER ST CLOUD",NA,NA,"Sherburne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","SW","IR",NA,"","NA","NA","1981-3147","T122N-R29W-S24",NA,"1",NA,"NA","NA",NA,NA,"Agricultural Crop Irrigation",NA,NA,NA,"NA","NA","NA","SAUK RIVER",NA,NA,"Stearns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,"Mgal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx"
"MN","WD","GW","IN",NA,"3M COMPANY","NA","NA","1986-6252","T29N-R22W-S28",NA,"1",NA,"200480","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"OPDCCJDN","PRAIRIE DU CHIEN JORDAN","OPDCCJDN","MISSISSIPPI RIVER TWIN CITIES","225 1 N 20","Saint Paul","Ramsey","MN",NA,"225 1 N 20","Saint Paul",NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.661,"Mgal",NA,NA,NA,"D_1459492","NA","3M Company","225 1 N 20","225 1 N 20","OK","SAINT PAUL","MN","RAMSEY","55144","GOOD","(651) 736-9270","45.0326","-93.0941","339112","Surgical and Medical Instrument Manufacturing","NA","NA","NA","NA","324","0","0","NA","55144 _ (651) 736-9270","SAINT PAUL_225 1 N 20","DBpt","DB","N","/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"MN","WD","GW","IN",NA,"3M COMPANY","NA","NA","1986-6252","T29N-R22W-S28",NA,"1",NA,"200480","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"OPDCCJDN","PRAIRIE DU CHIEN JORDAN","OPDCCJDN","MISSISSIPPI RIVER TWIN CITIES","2510 Conway Avenue E","Saint Paul","Ramsey","MN",NA,"2510 Conway Avenue E","Saint Paul",NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.661,"Mgal",NA,NA,NA,"D_3346102","NA","3M Company","2510 CONWAY AVE E","2510 CONWAY AVENUE E","UPDATED","SAINT PAUL","MN","RAMSEY","55119","GOOD","(651) 737-2657","44.955692","-92.992341","325412","Pharmaceutical Preparation Manufacturing","NA","NA","NA","NA","525","0","0","NA","55119 _ (651) 737-2657","SAINT PAUL_2510 CONWAY AVENUE E","DBpt","DB","N","/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"MN","WD","GW","IN",NA,"3M COMPANY","NA","NA","1986-6252","T29N-R22W-S28",NA,"1",NA,"200480","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"OPDCCJDN","PRAIRIE DU CHIEN JORDAN","OPDCCJDN","MISSISSIPPI RIVER TWIN CITIES","2512 Minnehaha Avenue E","Saint Paul","Ramsey","MN",NA,"2512 Minnehaha Avenue E","Saint Paul",NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.661,"Mgal",NA,NA,NA,"D_2025711","NA","3M Company","2512 MINNEHAHA AVE E","2512 MINNEHAHA AVENUE E","UPDATED","SAINT PAUL","MN","RAMSEY","55119","GOOD","(651) 733-1110","44.962176","-92.994285","339112","Surgical and Medical Instrument Manufacturing","NA","NA","NA","NA","324","0","0","NA","55119 _ (651) 733-1110","SAINT PAUL_2512 MINNEHAHA AVENUE E","DBpt","DB","N","/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"MN","WD","GW","IN",NA,"3M COMPANY","NA","NA","1986-6252","T29N-R22W-S28",NA,"1",NA,"200480","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"OPDCCJDN","PRAIRIE DU CHIEN JORDAN","OPDCCJDN","MISSISSIPPI RIVER TWIN CITIES","274 N 9","Saint Paul","Ramsey","MN",NA,"274 N 9","Saint Paul",NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.661,"Mgal",NA,NA,NA,"D_3074280","NA","3M Company","274 N 9","274 N 9","OK","SAINT PAUL","MN","RAMSEY","55144","GOOD","(651) 737-7616","45.0326","-93.0941","339112","Surgical and Medical Instrument Manufacturing","NA","NA","NA","NA","324","0","0","NA","55144 _ (651) 737-7616","SAINT PAUL_274 N 9","DBpt","DB","N","/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"MN","WD","GW","IN",NA,"3M COMPANY","NA","NA","1986-6252","T29N-R22W-S28",NA,"1",NA,"200480","NA",NA,NA,"Non-metallic Processing (rubber, plastic, glass, concrete)",NA,NA,NA,"OPDCCJDN","PRAIRIE DU CHIEN JORDAN","OPDCCJDN","MISSISSIPPI RIVER TWIN CITIES","3 M Center Building 2233n05","Saint Paul","Ramsey","MN",NA,"3 M Center Building 2233n05","Saint Paul",NA,NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.661,"Mgal",NA,NA,NA,"D_1819360","NA","3M Company","3 M CTR BLDG 2233N05","3 M CENTER BUILDING 2233N05","UPDATED","SAINT PAUL","MN","RAMSEY","55144","GOOD","(651) 733-8432","45.0326","-93.0941","322220","Paper Bag and Coated and Treated Paper Manufacturing","NA","NA","NA","NA","31","0","0","NA","55144 _ (651) 733-8432","SAINT PAUL_3 M CENTER BUILDING 2233N05","DBpt","DB","N","/MN/MN_IN_WU.xlsx$MPARS_Index_Permits-IN, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
