"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2010,0.029,0.03,0.028,0.026,0.026,0.021,0,0.018,0.025,0.022,0.024,0,"mgd","NA",0.021,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2011,0,0,0,0.018,0.024,0.02,0.012,0.008,0,0.005,0.006,0.007,"mgd","NA",0.008,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2012,0,0,0,0.048,0.043,0.034,0,0,0,0,0,0,"mgd","NA",0.01,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2013,0,0,0,0.009,0,0,0,0,0,0,0,0,"mgd","NA",0.001,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2014,0,0,0,0,0,0,0,0,0,0,0,0,"mgd","NA",0,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2015,0,0,0,0,0,0,0,0,0,0,0,0,"mgd","NA",0,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2016,0,0,0,0,0,0,0,0,0,0,0,0,"mgd","NA",0,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2017,0,0,0,0,0,0,0,0,0,0,0,0,"mgd","NA",0,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2018,0,0,0,0,0,0,0,0,0,0,0,0,"mgd","NA",0,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","GW","IN","NA","ADVANCED DISPOSAL SERVICES BLUE RIDGE LANDFILL INCORPORATED","NA",NA,"998","NA",NA,"1368 WELL SUMP",NA,"1368",NA,"NA","4953 - Refuse Systems","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Estill",NA,NA,"NA",NA,NA,NA,"37.738889","-83.983333","NA",NA,2019,0,0,0,0,0,0,0,0,0,0,0,0,"mgd","NA",0,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2002,26.947,28.45,26.609,25.429,26.423,29.384,29.727,25.54,32.447,26.756,29.454,25.661,"mgd","NA",27.736,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2003,27.52,24.881,26.653,29.873,31.958,31.967,28.737,28.756,35.492,36.301,35.984,38.68,"mgd","NA",31.4,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2004,35.654,39.975,38.332,30.485,31.812,30.252,29.774,29.607,28.131,26.08,27.137,26.97,"mgd","NA",31.184,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2005,25.557,27.376,15.14,26.146,30.943,34.546,24.49,31.995,34.187,31.07,21.905,27.185,"mgd","NA",27.545,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2006,14.215,33.989,27.811,28.73,32.089,31.608,32.431,33.905,33.715,34.766,36.528,35.021,"mgd","NA",31.234,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2007,28.635,26.859,32.033,31.175,23.754,28.473,29.882,29.452,28.517,25.058,27.531,21.628,"mgd","NA",27.75,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2008,20.481,19.519,20.334,23.203,19.883,24.011,22.688,23.178,23.939,22.371,19.048,18.207,"mgd","NA",21.405,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2009,15.909,18.177,20.267,19.957,20.543,18.642,21.553,18.605,17.896,19.241,16.945,17.132,"mgd","NA",18.739,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"KY","WD","SW","IN","NA","AK STEEL CORPORATION WEST WORKS ASHLAND","NA",NA,"307","NA",NA,"0205 OHIO RIVER",NA,"0205",NA,"NA","3312 - Blast Furnaces and Steel Mills","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","Boyd",NA,NA,"NA",NA,NA,NA,"38.503025","-82.668","NA",NA,2010,16.685,14.954,16.232,17.913,17.164,15.761,16.061,17.481,14.592,21.052,15.577,17.383,"mgd","NA",16.738,"mgd","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/KY/Industrial_Water_Use_2000_2019.xls$Sheet1, /KY/read_me_072220.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
